全局序号,唯一充电站ID,充电站名称,行政区,具体地址,经度,纬度,充电桩类型,联系电话,爬取关键词,爬取时间,站平均评分,站有效评论数,充电速度（0-5分）,价格性价比（0-5分）,设施完整性（0-5分）,环境卫生（0-5分）,位置便利性（0-5分）,服务态度（0-5分）,支付便捷性（0-5分）,安全保障（0-5分）
951,站_9155,理想超级充电站(理想5C超充站沪陕高速文集服务区上海方向),肥东县,文集服务区,117.71801,31.95765,汽车服务;充电站;充电站,4006860400,新能源汽车充电桩,2026/1/27 20:41,4.1,21,3.912,3.53,2.536,3.949,3.207,2.84,2.852,3.675
952,站_6296,蔚来能源汽车充电站(上海方向G40沪陕高速文集服务区),肥东县,326省道与岘山路交叉口东北240米,117.71647,31.957634,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,4.5,25,2.755,3.699,2.89,3.956,3.03,3.104,3.891,3.012
953,站_8384,特来电汽车充电站(东隆港口重卡充电站),肥东县,撮镇镇安徽东隆新型建材有限公司(南门进入),117.43252,31.774315,汽车服务;充电站;充电站,18756068888,新能源汽车充电桩,2026/1/27 20:41,3.4,8,3.116,3.975,2.593,2.884,2.118,2.937,3.645,2.805
954,站_4645,星星充电汽车充电站(梁园充电站二站),肥东县,梁园镇329国道合肥市铭杰建筑工程有限公司,117.52475,31.952944,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,3.9,22,3.132,3.916,2.903,3.359,3.485,3.629,3.363,3.637
955,站_7230,特来电目的地充电站(山口凌白马营地充电站),肥东县,长临河镇凌家客栈,117.536575,31.672037,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:41,4.6,15,2.826,4.232,3.729,3.096,3.398,3.923,2.856,3.791
956,站_1242,安徽交控肥东服务区电动汽车充电站(陕西方向),肥东县,合宁高速38公里处,117.4551,31.856142,汽车服务;充电站;充电站,0551-63738418,新能源汽车充电桩,2026/1/27 20:41,3.5,13,3.671,4.266,3.438,3.277,2.856,2.852,2.551,3.619
957,站_9975,驴充充汽车充电站(黄山村民委员会),肥东县,古城镇S211黄山村民委员会,117.742201,32.085603,汽车服务;充电站;充电站,13956297227,新能源汽车充电桩,2026/1/27 20:41,3.6,26,3.79,3.571,3.63,3.34,2.957,2.895,4.139,3.991
958,站_5655,特来电汽车充电站(特来电徽商云创充电站),肥东县,长江东路辅路徽商云创园区内地面停车场,117.41939,31.871353,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,3.4,20,2.846,3.87,3.133,3.503,3.357,3.953,3.238,2.935
959,站_1920,元疃镇阳光花园充电站,肥东县,元疃镇阳光花园小区充电站,117.380765,32.064958,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,3.5,16,3.837,4.363,3.137,3.812,3.489,3.65,2.947,3.728
960,站_3005,安徽深燃超充站,肥东县,深燃大厦停车场,117.475502,31.843881,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,3.6,7,2.781,3.5,3.393,3.416,2.216,2.81,3.796,3.571
961,站_5634,汽车充电站(八斗服务区),肥东县,G9912合肥都市圈环线与八斗服务区交叉口西460米,117.629591,32.137892,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,4.2,24,3.695,3.816,2.814,3.347,2.754,3.814,2.74,3.589
962,站_2247,肥东县城南公园汽车充电站,肥东县,新安江路城南公园(西侧),117.45711,31.86595,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,3.6,24,2.914,4.244,2.617,3.252,2.611,3.903,3.663,3.259
963,站_4562,驴充充汽车充电站(白龙充电站),肥东县,陈东东北146米白龙镇汽车快速充电站,117.405773,32.163664,汽车服务;充电站;充电站,0797-966999,新能源汽车充电桩,2026/1/27 20:41,3.3,28,3.984,4.266,3.919,2.974,3.621,3.507,3.37,3.967
964,站_6968,小桔充电汽车充电站(合肥市双杰电气肥东充电站),肥东县,中国海油皖能LNG加气站(暂停营业),117.507131,31.780863,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:41,3.3,22,3.352,3.663,2.694,3.429,2.181,2.97,3.498,3.392
965,站_7223,国家电网汽车充电站(安徽省合肥市肥东县古城供电所有序交流充电站),肥东县,杨塘社区杨塘变电所北侧供电所外,117.78479,32.1109,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:41,4.2,24,2.581,4.085,3.106,3.025,2.066,3.372,2.632,3.933
966,站_4603,蔚来能源汽车充电站(西安方向G40沪陕高速文集服务区),肥东县,文集服务区北(G40北),117.71941,31.96048,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,4,22,3.63,4.496,3.392,3.86,3.088,3.848,3.404,3.478
967,站_5544,国家电网汽车充电站(沪陕高速文集服务区充电站西安方向2),肥东县,沪陕高速文集服务区西安方向,117.71723,31.959103,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:41,3.7,22,2.597,3.909,2.935,3.527,3.137,3.347,4,3.967
968,站_6193,特来电汽车充电站(电闪雷鸣快充站),肥东县,蜀峰汇商务宾馆北门东北60米,117.48386,31.886597,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:41,4.2,19,2.824,3.599,3.172,3.849,2.631,3.003,3.671,3.112
969,站_7064,国家电网汽车充电站(沪陕高速文集服务区充电站上海方向2),肥东县,沪陕高速文集服务区上海方向,117.71705,31.958195,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:41,4.3,5,2.894,3.539,3.458,3.802,2.229,3.601,3.901,3.21
970,站_2717,蔚来换电站(文集服务区上海方向),肥东县,326省道与岘山路交叉口东北420米,117.718876,31.957889,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,4.6,9,3.674,4.207,3.641,3.447,2.07,3.112,4.055,3.608
971,站_2529,宁充充汽车充电站(龙誉城三期),肥东县,新安江路龙湖·龙誉城,117.399925,31.858002,汽车服务;充电站;充电站,4006568997,新能源汽车充电桩,2026/1/27 20:41,4,9,3.603,3.913,3.369,3.232,2.829,3.101,4.077,2.922
972,站_7425,云快充汽车充电站(白龙充电站),肥东县,农商银行(白龙支行)西北侧约80米,117.426674,32.145985,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:41,3.6,28,3.682,3.668,2.805,3.587,2.494,3.41,3.239,3.198
973,站_5221,力氪汽车充电站(合肥天高码头充电站),肥东县,安徽省合肥市肥东县撮镇镇东华路合肥市宏越混凝土有限公司西侧安徽天高港口有限公司,117.43456,31.770747,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,4.1,15,3.295,3.601,2.531,3.029,2.705,3.49,4.01,3.511
974,站_5722,星星充电汽车充电站(星星充电-蔚蓝华盛广场充电站),肥东县,撮镇镇华盛大运城徽状元贵宾楼(大运城店)地面停车场,117.415258,31.831663,汽车服务;充电站;充电站,4008280768,新能源汽车充电桩,2026/1/27 20:41,3.4,12,3.527,4.168,3.769,3.239,3.365,3.484,2.661,3.818
975,站_7204,开迈斯汽车充电站(合肥市长临河古镇站),肥东县,长临河镇人民政府司法局后停车场,117.46188,31.690853,汽车服务;充电站;充电站,4006657666,新能源汽车充电桩,2026/1/27 20:41,3.5,8,3.252,3.968,3.608,3.466,2.203,3.087,3.258,3.639
976,站_8843,特来电汽车充电站(特来电合肥传化公路港充电站),肥东县,地面停车场,117.438981,31.815095,汽车服务;充电站;充电站,4001300001,新能源汽车充电桩,2026/1/27 20:41,3.7,28,3.054,3.688,3.265,3.432,2.521,3.266,2.71,3.075
977,站_1748,汽车充电站(昆仑网电桂王路右岸公园站),肥东县,右岸公园停车场,117.444662,31.898852,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,3.8,24,2.811,4.048,3.754,3.626,3.5,2.925,2.624,3.89
978,站_7952,星星充电汽车充电站(肥东县铁头集中式快速充电站),肥东县,白龙镇合肥市农翔粮食贸易有限公司,117.441536,32.09682,汽车服务;充电站;充电站,18119690288,新能源汽车充电桩,2026/1/27 20:41,4.3,8,3.888,3.883,2.866,3.458,2.079,3.222,2.838,3.126
979,站_5918,小桔充电汽车充电站(肥东天高港口重卡超充站),肥东县,撮镇镇东华路安徽天高港口有限公司东华路与纬四路交口向东100m,117.435692,31.772667,汽车服务;充电站;充电站,4000610999,新能源汽车充电桩,2026/1/27 20:41,3.4,15,2.81,4.046,2.573,3.869,2.16,2.871,2.993,3.951
980,站_1431,国家电网汽车充电站(安徽省合肥市肥东县桥头集电力便民服务点有序交流充电站),肥东县,桥头集镇国光社区停车场,117.537926,31.729713,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:41,4.4,7,2.556,4.424,3.364,3.469,2.633,3.965,3.216,3.764
981,站_6484,达克云汽车充电站(费加罗婚礼艺术中心充电站),肥东县,包公大道与镇西路交叉口东140米,117.435721,31.892271,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,3.6,9,3.404,4.272,4.5,3.149,2.45,2.838,3.464,4.34
982,站_9772,汽车充电站(吉瓦充电响导站),肥东县,响导大街x028号,117.613891,32.213653,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,4.2,26,3.902,4.222,2.845,3.989,2.324,3.75,2.72,3.561
983,站_8444,蔚景云汽车充电站(龙塘廉租房共享充电站),肥东县,撮镇镇商业街肥东县撮镇镇中心卫生院龙塘分院,117.42109,31.835983,汽车服务;充电站;充电站,4006803880,新能源汽车充电桩,2026/1/27 20:41,3.9,7,3.051,3.04,2.507,3.384,3.295,3.399,3.459,3.003
984,站_3955,星星充电汽车充电站(星星充电合肥市永威机械设备有限公司),肥东县,肥东新城开发区祥和路合肥永威机械有限公司门口地面停车场,117.431,31.862036,汽车服务;充电站;充电站,15155954210,新能源汽车充电桩,2026/1/27 20:41,4.4,17,3.551,3.381,3.572,3.934,3.446,3.884,3.31,3.189
985,站_8878,双杰合肥肥东充换电站,肥东县,龙兴大道18号,117.507413,31.780747,汽车服务;汽车服务相关;汽车服务相关,,新能源汽车充电桩,2026/1/27 20:41,4.3,20,3.884,3.96,2.539,3.062,2.427,2.936,2.582,2.992
986,站_8148,星星充电汽车充电站(星星充电-远洋星悦花园充电站),肥东县,远洋星悦北门,117.45449,31.8942,汽车服务;充电站;充电站,13721098069,新能源汽车充电桩,2026/1/27 20:41,4.3,28,3.012,3.731,3.173,3.668,2.392,3.035,3.407,2.897
987,站_7581,汽车充电站(星星充电),肥东县,古河路与镇西路交叉口西北40米,117.434212,31.887362,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,3.2,17,2.918,3.591,3.681,3.374,3.4,3.931,2.88,3.537
988,站_7628,能效邻里共享汽车充电站(御景花园北区30KW直流快充),肥东县,"御景花园北区东门进入后右拐,往前走到头左拐后右手边就是54栋过了单元门后右手边墙上有红色铁楼梯,充电桩就在楼梯口",117.4495,31.8833,汽车服务;充电站;充电站,17505518397,新能源汽车充电桩,2026/1/27 20:41,4.3,26,3.865,4.085,2.986,3.494,2.29,3.365,3.268,3.489
989,站_7653,蔚来超充站(总行营业部肥东农商银行店),肥东县,肥东新城开发区肥东农商银行(新总行),117.431365,31.87347,购物服务;便民商店/便利店;便民商店/便利店,,新能源汽车充电桩,2026/1/27 20:41,4.5,19,3.945,3.048,2.8,2.874,2.984,3.936,3.778,3.478
990,站_9926,驴充充汽车充电站(八斗镇小普小学),肥东县,八斗镇小普村八斗镇小普小学,117.607522,32.171356,汽车服务;充电站;充电站,19805656235,新能源汽车充电桩,2026/1/27 20:41,3.4,18,3.46,3.693,3.08,3.013,2.994,2.96,3.238,3.97
991,站_3197,云快充汽车充电站(云快充汽车充电站长王站),肥东县,长王社区,117.440704,32.100723,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:41,4.3,17,3.118,3.786,2.579,3.41,2.101,3.237,3.623,3.353
992,站_4569,毅威充电站(毅威电动禹州广场充电站),肥东县,长江东路26号,117.437669,31.875022,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,4,15,3.42,4.495,3.287,3.365,3.597,3.451,3.571,3.764
993,站_3064,能效邻里共享汽车充电站(周集佳佳惠酒店充电站),肥东县,包公镇板桥社区周集街道,117.67707,31.97318,汽车服务;充电站;充电站,13966751780,新能源汽车充电桩,2026/1/27 20:41,4,24,3.781,3.661,3.489,2.923,2.829,3.807,2.846,3.134
994,站_6911,汽车充电站(公牛陈集镇小林站),肥东县,,117.737284,32.205797,汽车服务;充电站;充电站,17755115766,新能源汽车充电桩,2026/1/27 20:41,4.3,10,3.138,3.69,3.364,3.058,3.171,3.471,3.92,3.058
995,站_2408,国家电网汽车充电站(安徽省合肥市肥东县八斗供电所有序交流充电站),肥东县,八斗镇八斗社区供电所外,117.60534,32.148083,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:41,4.1,5,3.226,3.658,3.117,3.773,2.803,2.823,4.081,3.116
996,站_1231,云快充汽车充电站(联家快充唐安路直流站),肥东县,撮镇镇大彭路合肥东方果品有限责任公司,117.40659,31.826307,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:41,4.5,12,2.788,3.955,3.002,3.561,2.929,3.102,2.61,3.666
997,站_2649,云快充目的地充电站(合来电四方复合肥家属区),肥东县,桥头集合马路,117.57292,31.75327,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:41,4.3,7,3.404,3.509,3.91,3.195,3.152,3.833,2.924,3.553
998,站_3405,星星充电汽车充电站(数源琪瑞贵宾楼充电站),肥东县,龙泉路与桂王路交叉口琪瑞贵宾楼地面停车场,117.442959,31.876739,汽车服务;充电站;充电站,13395657258,新能源汽车充电桩,2026/1/27 20:41,3.5,10,3.995,3.98,2.7,3.225,2.897,2.853,3.382,3.56
999,站_2549,特来电目的地充电站(福泽石塘镇开马村充电站),肥东县,石塘镇龙城家园,117.56796,31.906254,汽车服务;充电站;充电站,13866128969,新能源汽车充电桩,2026/1/27 20:41,3.7,16,3.873,4.019,2.784,2.823,2.267,3.778,3.147,3.088
1000,站_9581,国家电网汽车充电站(安徽省合肥市肥东县裕溪路中石化飞龙加油站充电站)(暂停营业),肥东县,撮镇镇中国石化飞龙加油站地面停车场,117.413216,31.831953,汽车服务;充电站;充电站,0551-63318110;96529,新能源汽车充电桩,2026/1/27 20:41,4.6,11,3.683,4.133,3.772,3.376,2.175,3.905,2.574,3.733
1001,站_6219,杨店充电站,肥东县,中大街10号,117.531802,32.123268,汽车服务;充电站;充电站,17333000892,新能源汽车充电桩,2026/1/27 20:41,3.4,8,2.622,3.571,3.709,2.899,2.713,2.862,3.748,3.717
1002,站_6421,国家电网汽车充电站(安徽省合肥市肥东县陈集供电所有序交流充电站),肥东县,陈集镇肖圩社区供电所外,117.72022,32.216064,汽车服务;充电站;充电站,96529,新能源汽车充电桩,2026/1/27 20:41,4.2,19,2.616,4.035,3.034,3.073,2.719,3.884,3.686,3.856
1003,站_1332,巧克力换电站(肥东浙商城站),肥东县,长江东路52号浙商城工业园,117.4307,31.832718,汽车服务;充电站;充电站,4000152025,新能源汽车充电桩,2026/1/27 20:41,3.3,19,2.892,4.39,3.265,3.952,2.865,3.59,2.681,3.002
1004,站_5592,肥东县沿河西路充电站,肥东县,包公大道与沿河西路交口向南300米,117.463425,31.889994,汽车服务;汽车服务相关;汽车服务相关,,新能源汽车充电桩,2026/1/27 20:41,3.3,29,3.857,4.175,3.226,3.587,3.387,3.445,3.263,3.934
1005,站_5901,汽车充电站(撮镇公交充电站),肥东县,裕溪路与撮镇路辅路交叉口西100米,117.481618,31.808574,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,3.9,25,2.898,3.871,3.191,3.492,2.167,3.343,4.16,3.982
1006,站_2131,星星充电汽车充电站(鸿蒙智行尚界授权用户中心·合肥裕溪路超充站),肥东县,撮镇镇东华大道合肥众国融界汽车销售服务有限公司,117.444496,31.822527,汽车服务;充电站;充电站,15256028780,新能源汽车充电桩,2026/1/27 20:41,3.3,20,3.923,4.431,4.5,3.386,3.733,3.144,3.692,3.851
1007,站_2894,能效邻里共享汽车充电站(22KW都荟大观1期2栋),肥东县,都荟大观1期2栋地下室,117.44594,31.893925,汽车服务;充电站;充电站,19965193828,新能源汽车充电桩,2026/1/27 20:41,4.4,13,2.559,3.981,3.294,3.12,2.656,3.625,3.032,3.66
1008,站_3589,驴充充汽车充电站(红绿灯路口东100米),肥东县,白龙镇030乡道与101省道交叉口东80米,117.459601,32.200494,汽车服务;充电站;充电站,4009155388,新能源汽车充电桩,2026/1/27 20:41,4,17,2.735,4.3,3.715,3.673,3.295,3.025,3.702,2.926
1009,站_5506,合肥市肥东县和睦湖蔚然路停车场汽车充电站,肥东县,蔚然路东侧,117.480001,31.853415,汽车服务;充电站;充电站,,新能源汽车充电桩,2026/1/27 20:41,4.2,25,3.158,3.901,2.716,3.226,2.758,3.934,3.519,3.262
1010,站_9538,云快充汽车充电站(普洛斯合肥肥东物流园充电站),肥东县,东华路与新华路交叉口东北150米地面停车场,117.445889,31.815623,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:41,4.3,18,2.987,4.297,2.67,2.861,3.749,3.724,2.805,3.501
1011,站_9845,汽车充电站(毅威电动鸿汇广场充电站),肥东县,裕溪路与共青路交叉口东南角地下车库(负一),117.431317,31.828054,汽车服务;充电站;充电站,4008806700,新能源汽车充电桩,2026/1/27 20:41,4.1,6,2.746,4.093,3.743,2.939,2.058,3.939,2.997,2.857
1012,站_5865,云快充汽车充电站(云快充汽车充电站青龙甸),肥东县,白龙镇青龙甸生态园,117.377655,32.18466,汽车服务;充电站;充电站,4008288517,新能源汽车充电桩,2026/1/27 20:41,4.4,28,3.191,4.305,3.356,3.951,3.627,2.886,2.797,3.551
1013,站_5326,皖小能电动汽车换电站(龙塘站),肥东县,裕溪路832号,117.435683,31.826995,汽车服务;汽车服务相关;汽车服务相关,,新能源汽车充电桩,2026/1/27 20:41,4.5,13,3.127,4.148,2.778,3.479,3.118,3.944,3.911,3.143
